Date,Team,Opp,Player,Stat,Oodds,Uodds,Line,l10,l10diff,Identifier,Pos,imp.Ov.Prob,imp.Un.Prob,Ov.pred,Ov.P.Diff,BetRec,BetMade,NumL5Ohit,PctL5Ohit,BetHit,Points,Assists,Rebounds,3s,isB2B,isB2BFirst,isB2BSecond,countDaysRestTeam,Difference,Result,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
5/14/21,MEM,SAC,Melton,Points,1.81,1.95,14.5,5.5,9,MEM-Melton,SG,,,,,NA,NA,,,,10,3,4,1,TRUE,FALSE,TRUE,0,4.5,Under,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,MEM,SAC,Bane,Points,1.91,1.85,14.5,10,4.5,MEM-Bane,SF,,,,,NA,NA,,,,6,2,3,0,TRUE,FALSE,TRUE,0,8.5,Under,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,DAL,TOR,Finney-Smith,Points,1.91,1.85,9.5,9.7,-0.2,DAL-Finney-Smith,PF,,,,,NA,NA,,,,17,2,3,4,FALSE,FALSE,FALSE,1,-7.5,Over,10,2,8,0.2,485,106.3,108.8,112.4,113.7,-6.1,-4.9,0.601,1.91,17.7,0.259,0.727,0.475,0.128,0.513,0.543,99.7,97.93,81.61,988,0.458,1,25,25,25,3,24,17,23,17,15,20,18,20,30,11,26,26,23,26
5/14/21,ORL,PHI,Bacon,Points,1.83,1.93,11.5,14.2,-2.7,ORL-Bacon,SF,,,,,NA,NA,,,,4,2,3,0,TRUE,FALSE,TRUE,0,7.5,Under,10,8,2,0.8,485,114.4,116.4,102,103.8,12.4,12.6,0.578,1.89,18.2,0.28,0.686,0.49,0.133,0.556,0.589,98.8,97.09,80.91,982,0.568,1,1,1,1,3,9,1,1,22,18,16,10,30,20,15,11,11,25,1
5/14/21,ORL,PHI,Harris,Points,1.85,1.91,9,10.3,-1.3,ORL-Harris,SG,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-22,Over,10,8,2,0.8,485,114.4,116.4,102,103.8,12.4,12.6,0.578,1.89,18.2,0.28,0.686,0.49,0.133,0.556,0.589,98.8,97.09,80.91,982,0.568,1,1,1,1,3,9,1,1,22,18,16,10,30,20,15,11,11,25,1
5/14/21,PHI,ORL,Harris,Points,1.85,1.91,9,17.1,-8.1,PHI-Harris,PF,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-22,Over,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,CLE,WAS,Okoro,Points,2.05,1.74,13.5,15.9,-2.4,CLE-Okoro,SF,,,,,NA,NA,,,,17,5,6,2,FALSE,FALSE,FALSE,1,-3.5,Over,10,5,5,0.5,495,116.8,119.4,114.1,115.4,2.7,4.1,0.585,2.41,19,0.293,0.723,0.509,0.11,0.546,0.586,107.1,105.31,87.76,1086,0.526,1,17,17,17,1,4,21,10,18,2,9,4,21,10,4,14,12,3,10
5/14/21,CLE,WAS,Allen,Points,1.89,1.87,13.5,10.7,2.8,CLE-Allen,C,,,,,NA,NA,,,,18,3,14,0,FALSE,FALSE,FALSE,1,-4.5,Over,10,5,5,0.5,495,116.8,119.4,114.1,115.4,2.7,4.1,0.585,2.41,19,0.293,0.723,0.509,0.11,0.546,0.586,107.1,105.31,87.76,1086,0.526,1,17,17,17,1,4,21,10,18,2,9,4,21,10,4,14,12,3,10
5/14/21,PHI,ORL,Embiid,Points,1.88,1.88,25.5,23.2,2.3,PHI-Embiid,C,,,,,NA,NA,,,,13,2,11,1,TRUE,FALSE,TRUE,0,12.5,Under,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,GSW,NOP,Poole,Points,1.88,1.88,22.5,12.6,9.9,GSW-Poole,SG,,,,,NA,NA,,,,38,6,4,4,FALSE,FALSE,FALSE,2,-15.5,Over,10,5,5,0.5,485,105.7,107.5,105.3,107.1,0.4,0.4,0.621,1.74,17.8,0.29,0.744,0.511,0.143,0.508,0.541,106.3,104.51,87.09,1054,0.508,1,17,17,17,3,26,2,19,12,22,18,5,14,7,21,27,27,5,16
5/14/21,DET,DEN,Jackson,Points,1.85,1.91,15.5,14.3,1.2,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,4.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Points,1.85,1.91,15.5,14.3,1.2,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,4.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Points,1.85,1.91,15.5,9.4,6.1,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,4.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Points,1.85,1.91,15.5,9.4,6.1,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,4.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,HOU,LAC,Thomas,Points,1.87,1.89,15.5,16.3,-0.8,HOU-Thomas,PG,,,,,NA,NA,,,,17,5,3,1,FALSE,FALSE,FALSE,1,-1.5,Over,10,6,4,0.6,480,110.3,112.9,106.2,107.6,4.1,5.3,0.63,1.57,18.3,0.279,0.758,0.528,0.161,0.552,0.592,97.9,96.1,80.08,961,0.53,1,10,10,10,13,17,3,7,10,25,14,11,9,2,29,13,10,29,7
5/14/21,DET,DEN,Hayes,Points,1.85,1.91,11.5,7.7,3.8,DET-Hayes,PG,,,,,NA,NA,,,,19,0,8,0,FALSE,FALSE,FALSE,1,-7.5,Over,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DAL,TOR,Porzingis,Points,1.93,1.83,18.5,15,3.5,DAL-Porzingis,C,,,,,NA,NA,,,,21,2,10,3,FALSE,FALSE,FALSE,1,-2.5,Over,10,2,8,0.2,485,106.3,108.8,112.4,113.7,-6.1,-4.9,0.601,1.91,17.7,0.259,0.727,0.475,0.128,0.513,0.543,99.7,97.93,81.61,988,0.458,1,25,25,25,3,24,17,23,17,15,20,18,20,30,11,26,26,23,26
5/14/21,DAL,TOR,Doncic,Points,1.95,1.81,26.5,25.7,0.8,DAL-Doncic,PG,,,,,NA,NA,,,,20,11,10,1,FALSE,FALSE,FALSE,1,6.5,Under,10,2,8,0.2,485,106.3,108.8,112.4,113.7,-6.1,-4.9,0.601,1.91,17.7,0.259,0.727,0.475,0.128,0.513,0.543,99.7,97.93,81.61,988,0.458,1,25,25,25,3,24,17,23,17,15,20,18,20,30,11,26,26,23,26
5/14/21,OKC,UTA,Brown,Points,1.98,1.79,8.5,8,0.5,OKC-Brown,C,,,,,NA,NA,,,,5,0,8,0,FALSE,FALSE,FALSE,2,3.5,Under,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
5/14/21,OKC,UTA,Brown,Points,1.98,1.79,8.5,8,0.5,OKC-Brown,SG,,,,,NA,NA,,,,5,0,8,0,FALSE,FALSE,FALSE,2,3.5,Under,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
5/14/21,DEN,DET,Jokic,Points,1.94,1.82,22.5,28.3,-5.8,DEN-Jokic,C,,,,,NA,NA,,,,20,11,15,0,TRUE,FALSE,TRUE,0,2.5,Under,10,2,8,0.2,480,102.4,104,107.9,110.3,-5.4,-6.2,0.604,1.48,17.6,0.247,0.739,0.502,0.161,0.525,0.552,100.6,98.75,82.29,990,0.471,1,25,25,25,13,27,11,26,16,29,22,22,18,16,28,23,24,19,24
5/14/21,UTA,OKC,O'Neale,Points,1.92,1.84,7.5,7.2,0.3,UTA-O'Neale,SF,,,,,NA,NA,,,,6,2,7,2,FALSE,FALSE,FALSE,1,1.5,Under,10,1,9,0.1,480,95.7,97.5,116.4,117.6,-20.6,-20.1,0.584,1.26,15.3,0.286,0.77,0.5,0.166,0.47,0.502,105.7,104.2,86.83,1042,0.378,1,28,28,28,13,30,26,30,19,30,29,7,3,17,30,30,30,6,30
5/14/21,UTA,OKC,Gobert,Points,1.91,1.85,14.5,13.7,0.8,UTA-Gobert,C,,,,,NA,NA,,,,16,1,18,0,FALSE,FALSE,FALSE,1,-1.5,Over,10,1,9,0.1,480,95.7,97.5,116.4,117.6,-20.6,-20.1,0.584,1.26,15.3,0.286,0.77,0.5,0.166,0.47,0.502,105.7,104.2,86.83,1042,0.378,1,28,28,28,13,30,26,30,19,30,29,7,3,17,30,30,30,6,30
5/14/21,DET,DEN,Bey,Points,1.93,1.83,17.5,16,1.5,DET-Bey,SF,,,,,NA,NA,,,,14,1,4,2,FALSE,FALSE,FALSE,2,3.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Doumbouya,Points,1.83,1.93,11.5,10.7,0.8,DET-Doumbouya,PF,,,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,PHI,ORL,Curry,Points,1.88,1.88,11,13.7,-2.7,PHI-Curry,SG,,,,,NA,NA,,,,20,2,3,4,TRUE,FALSE,TRUE,0,-9,Over,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,OKC,UTA,Maledon,Points,1.81,1.95,11.5,11.3,0.2,OKC-Maledon,PG,,,,,NA,NA,,,,18,3,3,2,FALSE,FALSE,FALSE,2,-6.5,Over,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
5/14/21,ORL,PHI,Harris,Points,1.89,1.87,16.5,10.3,6.2,ORL-Harris,SG,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-14.5,Over,10,8,2,0.8,485,114.4,116.4,102,103.8,12.4,12.6,0.578,1.89,18.2,0.28,0.686,0.49,0.133,0.556,0.589,98.8,97.09,80.91,982,0.568,1,1,1,1,3,9,1,1,22,18,16,10,30,20,15,11,11,25,1
5/14/21,PHI,ORL,Harris,Points,1.89,1.87,16.5,17.1,-0.6,PHI-Harris,PF,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-14.5,Over,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,SAC,MEM,Jones,Points,1.83,1.93,13.5,6.7,6.8,SAC-Jones,NA,,,,,NA,NA,,,,17,3,11,0,TRUE,FALSE,TRUE,0,-3.5,Over,10,6,4,0.6,480,110.2,113.6,108.9,111.5,1.2,2.1,0.651,2,19.1,0.329,0.722,0.527,0.137,0.525,0.558,101.7,99,82.5,990,0.525,1,10,10,10,13,14,14,15,6,9,7,1,23,3,16,22,21,16,11
5/14/21,MEM,SAC,Jones,Points,1.83,1.93,13.5,4,9.5,MEM-Jones,PG,,,,,NA,NA,,,,17,3,11,0,TRUE,FALSE,TRUE,0,-3.5,Over,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,MEM,SAC,Tillman,Points,1.89,1.87,12.5,4.9,7.6,MEM-Tillman,NA,,,,,NA,NA,,,,16,1,10,0,TRUE,FALSE,TRUE,0,-3.5,Over,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,OKC,UTA,Pokusevski,Assists,1.87,1.89,2.5,3.2,-0.7,OKC-Pokusevski,PF,,,,,NA,NA,,,,6,1,9,0,FALSE,FALSE,FALSE,2,1.5,Under,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
5/14/21,DEN,DET,Rivers,Assists,1.78,1.99,3.5,2.8,0.7,DEN-Rivers,SG,,,,,NA,NA,,,,8,3,2,2,TRUE,FALSE,TRUE,0,0.5,Under,10,2,8,0.2,480,102.4,104,107.9,110.3,-5.4,-6.2,0.604,1.48,17.6,0.247,0.739,0.502,0.161,0.525,0.552,100.6,98.75,82.29,990,0.471,1,25,25,25,13,27,11,26,16,29,22,22,18,16,28,23,24,19,24
5/14/21,PHI,ORL,Simmons,Assists,1.93,1.83,5.5,5.7,-0.2,PHI-Simmons,PG,,,,,NA,NA,,,,13,9,4,0,TRUE,FALSE,TRUE,0,-3.5,Over,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,ORL,PHI,Anthony,Assists,1.6,2.28,3.5,3.6,-0.1,ORL-Anthony,PG,,,,,NA,NA,,,,11,3,5,2,TRUE,FALSE,TRUE,0,0.5,Under,10,8,2,0.8,485,114.4,116.4,102,103.8,12.4,12.6,0.578,1.89,18.2,0.28,0.686,0.49,0.133,0.556,0.589,98.8,97.09,80.91,982,0.568,1,1,1,1,3,9,1,1,22,18,16,10,30,20,15,11,11,25,1
5/14/21,CLE,WAS,Sexton,Assists,2.28,1.6,5.5,6,-0.5,CLE-Sexton,SG,,,,,NA,NA,,,,26,4,1,2,FALSE,FALSE,FALSE,1,1.5,Under,10,5,5,0.5,495,116.8,119.4,114.1,115.4,2.7,4.1,0.585,2.41,19,0.293,0.723,0.509,0.11,0.546,0.586,107.1,105.31,87.76,1086,0.526,1,17,17,17,1,4,21,10,18,2,9,4,21,10,4,14,12,3,10
5/14/21,MEM,SAC,Melton,Assists,1.78,1.99,3.5,2.1,1.4,MEM-Melton,SG,,,,,Under,Under,,,1,10,3,4,1,TRUE,FALSE,TRUE,0,0.5,Under,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,MEM,SAC,Bane,Assists,1.8,1.97,2.5,1.9,0.6,MEM-Bane,SF,,,,,NA,NA,,,,6,2,3,0,TRUE,FALSE,TRUE,0,0.5,Under,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,CLE,WAS,Okoro,Assists,1.95,1.81,2.5,2.5,0,CLE-Okoro,SF,,,,,NA,NA,,,,17,5,6,2,FALSE,FALSE,FALSE,1,-2.5,Over,10,5,5,0.5,495,116.8,119.4,114.1,115.4,2.7,4.1,0.585,2.41,19,0.293,0.723,0.509,0.11,0.546,0.586,107.1,105.31,87.76,1086,0.526,1,17,17,17,1,4,21,10,18,2,9,4,21,10,4,14,12,3,10
5/14/21,CLE,WAS,Allen,Assists,2.2,1.64,2.5,2.1,0.4,CLE-Allen,C,,,,,NA,NA,,,,18,3,14,0,FALSE,FALSE,FALSE,1,-0.5,Over,10,5,5,0.5,495,116.8,119.4,114.1,115.4,2.7,4.1,0.585,2.41,19,0.293,0.723,0.509,0.11,0.546,0.586,107.1,105.31,87.76,1086,0.526,1,17,17,17,1,4,21,10,18,2,9,4,21,10,4,14,12,3,10
5/14/21,GSW,NOP,Poole,Assists,1.74,2.04,3.5,1.8,1.7,GSW-Poole,SG,,,,,Under,Under,,,0,38,6,4,4,FALSE,FALSE,FALSE,2,-2.5,Over,10,5,5,0.5,485,105.7,107.5,105.3,107.1,0.4,0.4,0.621,1.74,17.8,0.29,0.744,0.511,0.143,0.508,0.541,106.3,104.51,87.09,1054,0.508,1,17,17,17,3,26,2,19,12,22,18,5,14,7,21,27,27,5,16
5/14/21,DET,DEN,Jackson,Assists,2.09,1.71,2.5,1.6,0.9,DET-Jackson,SG,,,,,Under,Under,,,0,11,7,10,0,FALSE,FALSE,FALSE,2,-4.5,Over,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Assists,2.09,1.71,2.5,1.6,0.9,DET-Jackson,SG,,,,,Under,Under,,,0,11,7,10,0,FALSE,FALSE,FALSE,2,-4.5,Over,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Assists,2.09,1.71,2.5,3,-0.5,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,-4.5,Over,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DET,DEN,Jackson,Assists,2.09,1.71,2.5,3,-0.5,DET-Jackson,SG,,,,,NA,NA,,,,11,7,10,0,FALSE,FALSE,FALSE,2,-4.5,Over,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,GSW,NOP,Toscano-Anderson,Assists,1.99,1.78,5.5,4.6,0.9,GSW-Toscano-Anderson,SG,,,,,Under,Under,,,0,9,9,9,1,FALSE,FALSE,FALSE,2,-3.5,Over,10,5,5,0.5,485,105.7,107.5,105.3,107.1,0.4,0.4,0.621,1.74,17.8,0.29,0.744,0.511,0.143,0.508,0.541,106.3,104.51,87.09,1054,0.508,1,17,17,17,3,26,2,19,12,22,18,5,14,7,21,27,27,5,16
5/14/21,HOU,LAC,Thomas,Assists,1.67,2.15,4.5,5,-0.5,HOU-Thomas,PG,,,,,NA,NA,,,,17,5,3,1,FALSE,FALSE,FALSE,1,-0.5,Over,10,6,4,0.6,480,110.3,112.9,106.2,107.6,4.1,5.3,0.63,1.57,18.3,0.279,0.758,0.528,0.161,0.552,0.592,97.9,96.1,80.08,961,0.53,1,10,10,10,13,17,3,7,10,25,14,11,9,2,29,13,10,29,7
5/14/21,DET,DEN,Hayes,Assists,2.12,1.69,6.5,6.9,-0.4,DET-Hayes,PG,,,,,NA,NA,,,,19,0,8,0,FALSE,FALSE,FALSE,1,6.5,Under,10,7,3,0.7,480,111.2,114,107.5,108.3,3.8,5.7,0.606,1.81,18.2,0.282,0.774,0.524,0.139,0.537,0.579,101.4,99.7,83.08,997,0.528,1,6,6,6,13,13,7,6,15,19,15,9,2,4,19,20,17,13,8
5/14/21,DAL,TOR,Doncic,Assists,2.07,1.72,8.5,7.7,0.8,DAL-Doncic,PG,,,,,Under,Under,,,0,20,11,10,1,FALSE,FALSE,FALSE,1,-2.5,Over,10,2,8,0.2,485,106.3,108.8,112.4,113.7,-6.1,-4.9,0.601,1.91,17.7,0.259,0.727,0.475,0.128,0.513,0.543,99.7,97.93,81.61,988,0.458,1,25,25,25,3,24,17,23,17,15,20,18,20,30,11,26,26,23,26
5/14/21,DEN,DET,Jokic,Assists,2.03,1.75,7.5,6.2,1.3,DEN-Jokic,C,,,,,Under,Under,,,0,20,11,15,0,TRUE,FALSE,TRUE,0,-3.5,Over,10,2,8,0.2,480,102.4,104,107.9,110.3,-5.4,-6.2,0.604,1.48,17.6,0.247,0.739,0.502,0.161,0.525,0.552,100.6,98.75,82.29,990,0.471,1,25,25,25,13,27,11,26,16,29,22,22,18,16,28,23,24,19,24
5/14/21,UTA,OKC,O'Neale,Assists,1.87,1.89,2.5,2.8,-0.3,UTA-O'Neale,SF,,,,,NA,NA,,,,6,2,7,2,FALSE,FALSE,FALSE,1,0.5,Under,10,1,9,0.1,480,95.7,97.5,116.4,117.6,-20.6,-20.1,0.584,1.26,15.3,0.286,0.77,0.5,0.166,0.47,0.502,105.7,104.2,86.83,1042,0.378,1,28,28,28,13,30,26,30,19,30,29,7,3,17,30,30,30,6,30
5/14/21,PHI,ORL,Curry,Assists,2.03,1.75,2.5,2.4,0.1,PHI-Curry,SG,,,,,NA,NA,,,,20,2,3,4,TRUE,FALSE,TRUE,0,0.5,Under,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,OKC,UTA,Maledon,Assists,1.95,1.81,3.5,3.3,0.2,OKC-Maledon,PG,,,,,NA,NA,,,,18,3,3,2,FALSE,FALSE,FALSE,2,0.5,Under,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
5/14/21,ORL,PHI,Harris,Assists,1.84,1.92,2.5,2.4,0.1,ORL-Harris,SG,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-1.5,Over,10,8,2,0.8,485,114.4,116.4,102,103.8,12.4,12.6,0.578,1.89,18.2,0.28,0.686,0.49,0.133,0.556,0.589,98.8,97.09,80.91,982,0.568,1,1,1,1,3,9,1,1,22,18,16,10,30,20,15,11,11,25,1
5/14/21,PHI,ORL,Harris,Assists,1.84,1.92,2.5,3.2,-0.7,PHI-Harris,PF,,,,,NA,NA,,,,31,4,2,5,TRUE,FALSE,TRUE,0,-1.5,Over,10,3,7,0.3,480,100.1,101.7,112.2,114,-12.1,-12.3,0.532,1.5,15,0.249,0.703,0.477,0.133,0.477,0.517,101.8,100.2,83.5,1000,0.435,1,22,22,22,13,29,18,28,29,28,30,21,26,28,14,29,29,11,28
5/14/21,SAC,MEM,Jones,Assists,1.67,2.15,5.5,1.7,3.8,SAC-Jones,NA,,,,,Under,No,,,,17,3,11,0,TRUE,FALSE,TRUE,0,2.5,Under,10,6,4,0.6,480,110.2,113.6,108.9,111.5,1.2,2.1,0.651,2,19.1,0.329,0.722,0.527,0.137,0.525,0.558,101.7,99,82.5,990,0.525,1,10,10,10,13,14,14,15,6,9,7,1,23,3,16,22,21,16,11
5/14/21,MEM,SAC,Jones,Assists,1.67,2.15,5.5,2.6,2.9,MEM-Jones,PG,,,,,Under,No,,,,17,3,11,0,TRUE,FALSE,TRUE,0,2.5,Under,10,7,3,0.7,480,108.9,111.2,107.2,109.2,1.8,2,0.633,1.78,19.4,0.255,0.689,0.476,0.151,0.555,0.581,101.7,99.7,83.08,996,0.507,1,6,6,6,13,21,9,16,9,20,5,20,29,29,25,12,15,13,17
5/14/21,OKC,UTA,Pokusevski,Rebounds,1.88,1.88,4.5,3.7,0.8,OKC-Pokusevski,PF,,,,,NA,NA,,,,6,1,9,0,FALSE,FALSE,FALSE,2,-4.5,Over,10,6,4,0.6,480,117,118.8,108.7,110.9,8.3,7.8,0.551,1.54,17.2,0.296,0.768,0.542,0.154,0.58,0.613,99.7,98,81.67,981,0.526,1,10,10,10,13,7,13,4,26,26,26,2,6,1,26,2,5,21,9
