Date,Team,Opp,Player,Stat,Oodds,Uodds,Line,l10,l10diff,Identifier,Pos,imp.Ov.Prob,imp.Un.Prob,Ov.pred,Ov.P.Diff,BetRec,BetMade,NumL5Ohit,PctL5Ohit,BetHit,Points,Assists,Rebounds,3s,isB2B,isB2BFirst,isB2BSecond,countDaysRestTeam,Difference,Result,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK
5/11/21,IND,PHI,LeVert,Rebounds,1.71,2.08,4.5,4.8,-0.3,IND-LeVert,SF,,,,,NA,NA,,,,24,5,7,2,TRUE,FALSE,TRUE,0,-2.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Green,Rebounds,1.69,2.12,3.5,4.1,-0.6,PHI-Green,SF,,,,,NA,NA,,,,11,11,10,1,TRUE,FALSE,TRUE,0,-6.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,Sabonis,Rebounds,1.89,1.87,11.5,15.3,-3.8,IND-Sabonis,PF,,,,,NA,NA,,,,16,15,13,2,TRUE,FALSE,TRUE,0,-1.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,McDermott,Rebounds,2.10,1.70,3.5,2.4,1.1,IND-McDermott,PF,,,,,NA,NA,,,,20,1,2,4,TRUE,FALSE,TRUE,0,1.5,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,Brissett,Rebounds,1.68,2.14,4.5,7.2,-2.7,IND-Brissett,PF,,,,,NA,NA,,,,2,2,5,0,TRUE,FALSE,TRUE,0,-0.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Curry,Rebounds,1.91,1.85,2.5,3.6,-1.1,PHI-Curry,SG,,,,,NA,NA,,,,21,6,3,1,TRUE,FALSE,TRUE,0,-0.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Harris,Rebounds,1.95,1.81,6.5,5,1.5,PHI-Harris,PF,,,,,NA,NA,,,,14,2,0,3,FALSE,FALSE,FALSE,1,6.5,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,LeVert,3s,1.64,2.20,1.5,2.1,-0.6,IND-LeVert,SF,,,,,NA,NA,,,,24,5,7,2,TRUE,FALSE,TRUE,0,-0.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Green,3s,2.04,1.74,2.5,2,0.5,PHI-Green,SF,,,,,NA,NA,,,,11,11,10,1,TRUE,FALSE,TRUE,0,1.5,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,McDermott,3s,2.10,1.70,1.5,1.4,0.1,IND-McDermott,PF,,,,,NA,NA,,,,20,1,2,4,TRUE,FALSE,TRUE,0,-2.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,IND,PHI,Brissett,3s,2.52,1.50,1.5,1.7,-0.2,IND-Brissett,PF,,,,,NA,NA,,,,2,2,5,0,TRUE,FALSE,TRUE,0,1.5,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Curry,3s,1.99,1.78,2.5,3.2,-0.7,PHI-Curry,SG,,,,,NA,NA,,,,21,6,3,1,TRUE,FALSE,TRUE,0,1.5,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,PHI,IND,Harris,3s,2.39,1.55,1.5,0.9,0.6,PHI-Harris,PF,,,,,NA,NA,,,,14,2,0,3,FALSE,FALSE,FALSE,1,-1.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/21,UTA,POR,Bogdanovic,Points,1.91,1.85,23.5,26.1,-2.6,UTA-Bogdanovic,PF,,,,,NA,NA,,,,12,0,4,0,FALSE,FALSE,FALSE,1,11.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,McCollum,Points,1.84,1.92,22.5,22.2,0.3,POR-McCollum,SG,,,,,NA,NA,,,,26,4,4,2,FALSE,FALSE,FALSE,1,-3.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Lillard,Points,1.92,1.84,28.5,29.4,-0.9,POR-Lillard,PG,,,,,NA,NA,,,,30,6,2,3,FALSE,FALSE,FALSE,1,-1.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,Niang,Points,1.87,1.89,11.5,12,-0.5,UTA-Niang,PF,,,,,NA,NA,,,,11,0,2,3,FALSE,FALSE,FALSE,1,0.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Ingles,Points,1.83,1.93,13.5,10.9,2.6,UTA-Ingles,PF,,,,,NA,NA,,,,14,4,4,3,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Clarkson,Points,1.86,1.90,23.5,20.7,2.8,UTA-Clarkson,SG,,,,,NA,NA,,,,29,3,4,3,FALSE,FALSE,FALSE,1,-5.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,Nurkic,Points,1.90,1.86,13.5,14.7,-1.2,POR-Nurkic,C,,,,,NA,NA,,,,11,6,15,0,FALSE,FALSE,FALSE,1,2.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Powell,Points,1.94,1.82,18.5,18.1,0.4,POR-Powell,SF,,,,,NA,NA,,,,7,0,4,1,FALSE,FALSE,FALSE,1,11.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Covington,Points,1.85,1.91,7.5,6.4,1.1,POR-Covington,PF,,,,,NA,NA,,,,5,0,7,1,FALSE,FALSE,FALSE,1,2.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,O'Neale,Points,1.93,1.83,7.5,7.8,-0.3,UTA-O'Neale,SF,,,,,NA,NA,,,,2,3,8,0,FALSE,FALSE,FALSE,1,5.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Gobert,Points,1.85,1.91,14.5,13.1,1.4,UTA-Gobert,C,,,,,NA,NA,,,,15,2,20,0,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Bogdanovic,Assists,2.15,1.67,2.5,1.8,0.7,UTA-Bogdanovic,PF,,,,,NA,NA,,,,12,0,4,0,FALSE,FALSE,FALSE,1,2.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,McCollum,Assists,2.20,1.64,4.5,4.4,0.1,POR-McCollum,SG,,,,,NA,NA,,,,26,4,4,2,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Lillard,Assists,1.82,1.94,6.5,7.6,-1.1,POR-Lillard,PG,,,,,Over,Over,4,0.8,0,30,6,2,3,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,Ingles,Assists,1.70,2.10,6.5,6.7,-0.2,UTA-Ingles,PF,,,,,NA,NA,,,,14,4,4,3,FALSE,FALSE,FALSE,1,2.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Clarkson,Assists,1.90,1.86,3.5,4.1,-0.6,UTA-Clarkson,SG,,,,,NA,NA,,,,29,3,4,3,FALSE,FALSE,FALSE,1,0.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,Nurkic,Assists,2.12,1.69,3.5,3.4,0.1,POR-Nurkic,C,,,,,NA,NA,,,,11,6,15,0,FALSE,FALSE,FALSE,1,-2.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,O'Neale,Assists,1.64,2.20,2.5,2.7,-0.2,UTA-O'Neale,SF,,,,,NA,NA,,,,2,3,8,0,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Bogdanovic,Rebounds,1.82,1.94,4.5,4,0.5,UTA-Bogdanovic,PF,,,,,NA,NA,,,,12,0,4,0,FALSE,FALSE,FALSE,1,0.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,McCollum,Rebounds,2.20,1.64,4.5,3.4,1.1,POR-McCollum,SG,,,,,NA,NA,,,,26,4,4,2,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Lillard,Rebounds,1.99,1.78,4.5,4.8,-0.3,POR-Lillard,PG,,,,,NA,NA,,,,30,6,2,3,FALSE,FALSE,FALSE,1,2.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,Niang,Rebounds,1.91,1.85,3.5,3,0.5,UTA-Niang,PF,,,,,NA,NA,,,,11,0,2,3,FALSE,FALSE,FALSE,1,1.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Ingles,Rebounds,1.64,2.20,3.5,3.4,0.1,UTA-Ingles,PF,,,,,NA,NA,,,,14,4,4,3,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Clarkson,Rebounds,1.88,1.88,4.5,4.7,-0.2,UTA-Clarkson,SG,,,,,NA,NA,,,,29,3,4,3,FALSE,FALSE,FALSE,1,0.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,Nurkic,Rebounds,2.20,1.64,10.5,10.8,-0.3,POR-Nurkic,C,,,,,NA,NA,,,,11,6,15,0,FALSE,FALSE,FALSE,1,-4.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Powell,Rebounds,2.26,1.61,3.5,3.7,-0.2,POR-Powell,SF,,,,,NA,NA,,,,7,0,4,1,FALSE,FALSE,FALSE,1,-0.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Covington,Rebounds,2.10,1.70,6.5,6.9,-0.4,POR-Covington,PF,,,,,NA,NA,,,,5,0,7,1,FALSE,FALSE,FALSE,1,-0.5,Over,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,O'Neale,Rebounds,2.04,1.74,7.5,5.9,1.6,UTA-O'Neale,SF,,,,,NA,NA,,,,2,3,8,0,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Gobert,Rebounds,2.00,1.77,13.5,11.9,1.6,UTA-Gobert,C,,,,,NA,NA,,,,15,2,20,0,FALSE,FALSE,FALSE,1,-6.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Bogdanovic,3s,1.64,2.20,2.5,3.5,-1,UTA-Bogdanovic,PF,,,,,NA,NA,,,,12,0,4,0,FALSE,FALSE,FALSE,1,2.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,McCollum,3s,1.83,1.93,2.5,3,-0.5,POR-McCollum,SG,,,,,NA,NA,,,,26,4,4,2,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Lillard,3s,1.82,1.94,3.5,4.8,-1.3,POR-Lillard,PG,,,,,NA,NA,,,,30,6,2,3,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,Niang,3s,1.81,1.95,2.5,3,-0.5,UTA-Niang,PF,,,,,NA,NA,,,,11,0,2,3,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Ingles,3s,1.64,2.20,2.5,2.2,0.3,UTA-Ingles,PF,,,,,NA,NA,,,,14,4,4,3,FALSE,FALSE,FALSE,1,-0.5,Over,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,UTA,POR,Clarkson,3s,1.90,1.86,3.5,2.8,0.7,UTA-Clarkson,SG,,,,,NA,NA,,,,29,3,4,3,FALSE,FALSE,FALSE,1,0.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,POR,UTA,Powell,3s,1.64,2.20,1.5,2,-0.5,POR-Powell,SF,,,,,NA,NA,,,,7,0,4,1,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,POR,UTA,Covington,3s,1.87,1.89,1.5,1.7,-0.2,POR-Covington,PF,,,,,NA,NA,,,,5,0,7,1,FALSE,FALSE,FALSE,1,0.5,Under,10,6,4,0.6,480,115.8,117.5,107.3,109.6,8.5,7.8,0.575,1.52,17.7,0.281,0.765,0.534,0.161,0.584,0.615,100.6,98.85,82.37,990,0.529,1,9,9,9,13,6,8,3,23,27,21,10,9,1,27,2,3,18,7
5/12/21,UTA,POR,O'Neale,3s,2.02,1.76,1.5,1.8,-0.3,UTA-O'Neale,SF,,,,,NA,NA,,,,2,3,8,0,FALSE,FALSE,FALSE,1,1.5,Under,10,8,2,0.8,480,121.6,122.7,109.6,110.4,12,12.4,0.551,2.53,17.6,0.275,0.78,0.526,0.096,0.562,0.6,103.2,102.4,85.33,1025,0.548,1,1,1,1,13,1,12,1,26,1,23,12,2,4,1,7,7,8,2
5/12/21,CLE,BOS,Sexton,Points,1.82,1.94,24.5,23.9,0.6,CLE-Sexton,SG,,,,,NA,NA,,,,28,8,2,1,FALSE,FALSE,FALSE,1,-3.5,Over,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,BOS,CLE,Fournier,Points,1.82,1.94,17.5,12.9,4.6,BOS-Fournier,SF,,,,,NA,NA,,,,15,1,4,3,TRUE,FALSE,TRUE,0,2.5,Under,10,0,10,0,485,101.1,104.3,121.4,122.2,-20.3,-17.9,0.667,1.5,17.5,0.299,0.732,0.501,0.163,0.489,0.531,99.2,97.34,81.11,980,0.399,1,30,30,30,4,27,30,29,3,28,25,3,20,15,29,28,28,25,29
5/12/21,CLE,BOS,Okoro,Points,1.89,1.87,12.5,15.4,-2.9,CLE-Okoro,SF,,,,,NA,NA,,,,15,6,6,0,FALSE,FALSE,FALSE,1,-2.5,Over,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,CLE,BOS,Allen,Points,1.86,1.90,12.5,12.6,-0.1,CLE-Allen,C,,,,,NA,NA,,,,8,2,10,0,FALSE,FALSE,FALSE,1,4.5,Under,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,BOS,CLE,Tatum,Points,1.88,1.88,30.5,31.4,-0.9,BOS-Tatum,SF,,,,,NA,NA,,,,29,1,8,1,TRUE,FALSE,TRUE,0,1.5,Under,10,0,10,0,485,101.1,104.3,121.4,122.2,-20.3,-17.9,0.667,1.5,17.5,0.299,0.732,0.501,0.163,0.489,0.531,99.2,97.34,81.11,980,0.399,1,30,30,30,4,27,30,29,3,28,25,3,20,15,29,28,28,25,29
5/12/21,CLE,BOS,Love,Points,1.83,1.93,12.5,10.9,1.6,CLE-Love,PF,,,,,NA,NA,,,,30,3,14,6,FALSE,FALSE,FALSE,1,-17.5,Over,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,CLE,BOS,Sexton,Assists,2.04,1.74,5.5,5.7,-0.2,CLE-Sexton,SG,,,,,NA,NA,,,,28,8,2,1,FALSE,FALSE,FALSE,1,-2.5,Over,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,BOS,CLE,Fournier,Assists,1.66,2.17,3.5,3.5,0,BOS-Fournier,SF,,,,,NA,NA,,,,15,1,4,3,TRUE,FALSE,TRUE,0,2.5,Under,10,0,10,0,485,101.1,104.3,121.4,122.2,-20.3,-17.9,0.667,1.5,17.5,0.299,0.732,0.501,0.163,0.489,0.531,99.2,97.34,81.11,980,0.399,1,30,30,30,4,27,30,29,3,28,25,3,20,15,29,28,28,25,29
5/12/21,CLE,BOS,Okoro,Assists,2.09,1.71,2.5,2.1,0.4,CLE-Okoro,SF,,,,,NA,NA,,,,15,6,6,0,FALSE,FALSE,FALSE,1,-3.5,Over,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,CLE,BOS,Allen,Assists,2.44,1.53,2.5,2.1,0.4,CLE-Allen,C,,,,,NA,NA,,,,8,2,10,0,FALSE,FALSE,FALSE,1,0.5,Under,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,BOS,CLE,Tatum,Assists,2.10,1.70,5.5,4.7,0.8,BOS-Tatum,SF,,,,,Under,Under,2,0.4,1,29,1,8,1,TRUE,FALSE,TRUE,0,4.5,Under,10,0,10,0,485,101.1,104.3,121.4,122.2,-20.3,-17.9,0.667,1.5,17.5,0.299,0.732,0.501,0.163,0.489,0.531,99.2,97.34,81.11,980,0.399,1,30,30,30,4,27,30,29,3,28,25,3,20,15,29,28,28,25,29
5/12/21,CLE,BOS,Love,Assists,2.22,1.63,3.5,3,0.5,CLE-Love,PF,,,,,NA,NA,,,,30,3,14,6,FALSE,FALSE,FALSE,1,0.5,Under,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
5/12/21,CLE,BOS,Sexton,Rebounds,1.73,2.06,3.5,4.3,-0.8,CLE-Sexton,SG,,,,,NA,NA,,,,28,8,2,1,FALSE,FALSE,FALSE,1,1.5,Under,10,3,7,0.3,485,113,114.7,116.5,117.8,-3.5,-3.2,0.594,1.79,17.7,0.283,0.768,0.514,0.137,0.551,0.583,103.1,101.74,84.78,1030,0.475,1,24,24,24,4,13,26,23,18,18,22,9,6,9,17,16,17,10,24
